Timestamp,From Label,From,To Label,To,Value,Asset,Value USD,Txn Hash
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1qkhs4tvp2eyere0ea8mwaqslfgpcxka5799hg84,799.99925,btc,"$21,722,556",3f52c3882451493931a0d58ed2d526694ecb5a81c46812f5a1285947df126f3c
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1q8qqwk9yr4xgh2yufqtr9dr263ttjn0x9thqwka,899.99925,btc,"$24,437,878",479c2bcfd37e2264667f95a5439ceddfebbfd985aa080f849379ef792e8ddd41
2020-12-28 19:43:53,Chen Zhi,3MHa8JJ3bu8j3x3iQHhqsrZvk1EjBQmC78,from Chen (Dec 28 2020 7-8pm),bc1qp48m8q9l58enrt8jnkypwwrlky6e244hdh8mye,899.99925,btc,"$24,437,878",4810fc434b3e888a54ead3f2d7cad1b013a4225a059db357a9d4cc6ff2431c6c
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1qjrj20jazmgqdskdt3ltkczyqjhy0ewhuf9e3gm,899.99925,btc,"$24,437,878",49e2d9d62c51649aa05dbde294b9f2c39853291d7952c8d53c7847c3c18bac28
2020-12-28 19:43:53,Chen Zhi,34KYo7VdVr5CJ7m4hYhH9RpwqXhbsTrw4T,from Chen (Dec 28 2020 7-8pm),bc1qxhkn652vt72zy9n2s3mkv2dk5y7ny7dmt02lr4,4499.999065,btc,"$122,189,465",4a3a5366a66ea5e03aa31899428396e95e3cbfdd85cc3bf6bb1a54daaf5847ca
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1qfp3gevey3lu496pnrm9kn69xk5nrrn89ytcd2m,699.99925,btc,"$19,007,234",4a827bf74f45be1b452b9ddedc3c3752ae8c72b32f7a7221f34edf6737871362
2020-12-28 19:43:53,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qq9jpet8gkl6c7f84pq3k5um0uu3tdhkttsramc,124.7355486,btc,"$3,386,972",4b4239351439b85493fe3c1928e56048d7e37e2205a0ab0bf9709738de999c99
2020-12-28 19:43:53,Chen Zhi,3MHa8JJ3bu8j3x3iQHhqsrZvk1EjBQmC78,from Chen (Dec 28 2020 7-8pm),bc1qe2xzgtq6yza2rqq35qqhmm2eytkjud48c7c35j,199.9988536,btc,"$5,430,613",4ebdace95760470d3511eefb3cde748e193bbdf36face9e3207e11d5f5917844
2020-12-28 19:43:53,Chen Zhi,32i6n2vXhjvJg1vniURFy7A5VK6eG6oDgg,from Chen (Dec 28 2020 7-8pm),bc1qfcn08zfa6ku8m7dcprdnu4tmz9amef3uxg4xgt,2999.999069,btc,"$81,459,635",4f97b95968cce3178fe6d2696ad5c8658c362be1226b27d1262d22b9d232efe8
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1q7rkqfvkmnc5teeggktn6e7tc62hkjrrtvqky77,899.99925,btc,"$24,437,878",5e7f6481ff854021c8dc7f5e7d441430e388ced7dbb5a1f647c0ae7dd4b2946a
2020-12-28 19:43:53,Chen Zhi,338uPVW8drux5gSemDS4gFLSGrSfAiEvpX,from Chen (Dec 28 2020 7-8pm),bc1q78wmm8xnhveklsparpeq6drlg9wlq4lyahkqfp,9098.999065,btc,"$247,067,123",6854358f792c0c05e0ee1dcee09e8a39fd16702b48f79e2de24dd35db726d128
2020-12-28 19:43:53,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q4naaq3xjr0hgtgjc8zgpff6crf5v6ycudr37x9,124.4678959,btc,"$3,379,704",6fb6a675bcbc2d494e5b392337c96929d07b31fe85c20cfb066bba0cffd31e92
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1q5ner7ccn6kursa004fnc93x679ytrdyea32jvd,899.99925,btc,"$24,437,878",752114911a98cc611c86c86590611e7a77d65f530164703b6ebdb4cac826a2d0
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1qgpcgeandcgyslz754kv78sfevpztwyhrpcjqd6,899.99925,btc,"$24,437,878",7875b4c04f6444ab1addbadf6f5280645ad01b095b6d6a05b9ac541ac7df5339
2020-12-28 19:43:53,Chen Zhi,3FrM1He2ZDbsSKmYpEZQNGjFTLMgCZZkaf,from Chen (Dec 28 2020 7-8pm),bc1qh4cpaydaqlzez8ekkasm3ygj4us7gwxsghh047,8999.99925,btc,"$244,378,960",7a60beb2d5ebd1634e5a1df8afc3c406970f0070329fabb8a91943e859cba92d
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1q9la0rvcqkt66taucp4tpxu7kp3dm8gp6mg0e6s,899.99925,btc,"$24,437,878",940db0db0d4ffc6b618e654d9facfd8f813e7afdaae28c3367cf227010ecd458
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1q76vd842er3gwmv7jrtztaqgfz4f23zr5u372n3,699.99925,btc,"$19,007,234",a168079e02e2f99adba7b6a2fecf42eedefa71168cbdde3afcea05b55e74d7b2
2020-12-28 19:43:53,Chen Zhi,3AWpzKtkHfWsiv9RGXKA3Z8951LefsUGXQ,from Chen (Dec 28 2020 7-8pm),bc1qhd0r5kh3u9mhac7de58qd2rdfx4kkv84kpx302,10499.99907,btc,"$285,108,785",a33ecac6589a10bfe427cb2b6a062d543d5e205aa79bdbe65901a916dd694830
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1qszvyhsmj2p3890dvf5yz2sdtpk3gfqu76pvr96,899.99925,btc,"$24,437,878",aa6e4097f38d65efadab7d689843fbc70445947dcf15bf6c2ac01530031bc915
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1qhrpvjgpywws2annc7mr8ucj97k2zcdj2qhkr72,203.7801438,btc,"$5,533,287",aab59b543b9a7f8603254f89c2b850e9aef058fd338e439cd3d3db2005a80b27
2020-12-28 19:43:53,Chen Zhi,3MHa8JJ3bu8j3x3iQHhqsrZvk1EjBQmC78,from Chen (Dec 28 2020 7-8pm),bc1qxex0k6w8zr6v7x0m2fc8p6c7kysdw935cz0ecc,899.99925,btc,"$24,437,878",b0e774293e7e14d859b769ec4fa0c404fe17ec070010e8dd71dad6fa8feef596
2020-12-28 19:43:53,Chen Zhi,33uEsaGLcF9H46Dvzx1kMnuMCQ13ndkAjV,from Chen (Dec 28 2020 7-8pm),bc1qr7ukz2m82gq7z7l8efwu0xjat2t60jlnhxv55r,2999.999069,btc,"$81,459,635",b385adbbb5d6ac0d55adc2f201b35aefd0c582c5920e71c75bf41bb5d4e6c5fb
2020-12-28 19:43:53,Chen Zhi,3FrM1He2ZDbsSKmYpEZQNGjFTLMgCZZkaf,from Chen (Dec 28 2020 7-8pm),bc1qkj2qdzlzh2aptn5cu52ucf3nkmjj9x89qrd0tr,3499.99925,btc,"$95,036,250",bdb03a502f58b2c42edbafa2f7252b468f14970e1e37ca6de3605b6961cd563e
2020-12-28 19:43:53,Chen Zhi,3HuUiXmKN3beQSoM97kWjK1fesWWJvKvaZ,from Chen (Dec 28 2020 7-8pm),bc1qfkdljt8e3hqqk43nz7wsl4usrylsp4rl5d62p4,4499.999066,btc,"$122,189,465",beb984229a2c47e20b4d3fa8a2f118a8a68b2e28454b613098b2df30d96e07d2
2020-12-28 19:43:53,Chen Zhi,389JrNcn8trYgYi2EtHi4X7bTCqtVbep86,from Chen (Dec 28 2020 7-8pm),bc1qfks7l8f56jjdsq76yzsm7aksqsrztx984qm0xa,1499.999065,btc,"$40,729,805",c1f1a4ba84022072cfc500d0d0ada02745ceecba58607d3f71b9a47f74bd477e
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1qcp3vdn2akafh6e0k3zac3jgylltm8pzyzz49lk,899.99925,btc,"$24,437,878",c8b7b97af0c78b70398c2cf4f58e3f545d715695288e2bd37e378b4e6f1a425d
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1qc23yclkd96c8q5dxu8dr8pxzj9ct4dpndttyze,899.99925,btc,"$24,437,878",d2f99088571f4b35262de2a13f3676d794f49e6ea73e84aea1af527197ed65c0
2020-12-28 19:43:53,Chen Zhi,3JJ8b7voMPSPChHazdHkrZMqxC7Cb4vNk2,from Chen (Dec 28 2020 7-8pm),bc1qsnfqfnydn60742kh4pc5350uhr04squ5efa5w2,999.9989375,btc,"$27,153,191",da764f2195959c78f2816342f8893c51c45164cc1202b8c367909bf881d6f020
2020-12-28 19:43:53,Chen Zhi,3J4sTPyD1g6KvNUSJxjwLs4iaPeDPqxUZr,from Chen (Dec 28 2020 7-8pm),bc1qgpscw2dmpyjgldgm6q7gydyp7t5f87fcxvyask,499.9070652,btc,"$13,574,087",e1faec090c73816c68aa4f537b5dadec0bb01bd84508f1676570c044c418f080
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1qj9rskkhyw5mp7j7vkftnf2stvj2xuzur90ncg7,899.99925,btc,"$24,437,878",e379808e0041795bc26b911080d5d6dc179c962f8d5dcbbd6b9a431fb0175d74
2020-12-28 19:43:53,Chen Zhi,3NmHmQte2rP8pS54U3B8LPYQKkpG1pFF69,from Chen (Dec 28 2020 7-8pm),bc1qhszrd0ef5we6mg3r7xgl05g8rx06xll8yrwmjh,8499.999065,btc,"$230,802,345",e57bfadc67040736c68905bc737911736d05479477a77b544e8b280ed3f0cfa5
2020-12-28 19:43:53,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1q3sxa6nckme7rk3r4mp2pu5n4hgeele9udzg2w9,899.99925,btc,"$24,437,878",e59a662d9f3538f9d1172b47e5016959868f5102bc822310850542e6e24ab969
2020-12-28 19:43:53,Chen Zhi,3DdFSGcXaP2rZ9CaL3tjnqRARvQ5K3VW4a,from Chen (Dec 28 2020 7-8pm),bc1qus577838367eytnted3maz4wx3s963l6w74rlw,251.5060652,btc,"$6,829,200",e8c62091971013a70ee8fcd14efa722114aad0434b8d22185fdc7567f1a6f197
2020-12-28 19:43:53,Chen Zhi,39B6oSa58qNpFMGpuowtRHAYp3fM4ghXRq,from Chen (Dec 28 2020 7-8pm),bc1q343gc0p9kjyltfa30ze5nce4tdrtshwl9yd6lg,212.4990652,btc,"$5,770,034",f2898ad190990c3c2360393429c414c5614b5318f82a9854aac1610e686bc7d5
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qj0hcgvrd4ctcpgwkcf8cj8ssgz7zhlatfkf4e3,118.6810012,btc,"$3,222,571",0706db559e0d25b459f77824c103540a564299c5276479559f67279061ee3564
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q9w59z4ru0tfzs8qk25j9ps5mg7pwumsk876fdx,122.7890075,btc,"$3,334,117",11e69e2e578ba0c91a370bc2f82b98bb2e380adba8f87e026a0cd8d202ede18c
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qskvzd2m33exa5jt76ddleyfzd57qzvcrs69y3r,123.847852,btc,"$3,362,868",1355e0e06656689d916015b71379099f54c39a87d1b4c0d1102d75dea6a87310
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q7x4vtldpasjgn50wuf4mwgjsgql7rk3wkvcu4q,120.5965887,btc,"$3,274,586",152f650dc286a28f58077b2a169b3ef70f948f3030b79da3eeea38c6dcae2343
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qyfefjs98640g5te86mhadqn926l3kfhqnvxzsg,124.4461867,btc,"$3,379,115",1966fdffb36d5f836bb4ce8f91514c6bfa4b8245850b7e013a76d217c2a9bee1
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qt0mk38x766h4t4prws4687d7q58egjc5es5ymz,120.6529132,btc,"$3,276,115",1bb9848a4165ff24a2f5db103dd4c2a0575489f490f16123d38c1d10a07e215e
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qfs9ppwfysu5x2me2360rqk92p5qmh3f78jwvwd,119.9852643,btc,"$3,257,986",1c5ac6899a0e59d4251d68baf6576f0e46519b8885f415b757ec0fb7597a979d
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qr9vln89fs8vy687wk4rhmsl6vhsxwmnpa5zw38,121.2064336,btc,"$3,291,145",35e82be2eded62246977a8976d442b581ad71a59cfd43a3da09b1050d4625926
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qkwrmk7zzsg038w9avxgul64pxrpmtwky94auu9,120.3800365,btc,"$3,268,706",3a82cd84bcdd3e827c7138989f5aedf9580211fd1978269387b92c7b7c9461cd
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qap469cwrutwhv8h8wp79adlzl4tcd7nhasauke,123.6976502,btc,"$3,358,790",3d3a0737c1cab60ff3389225ff04ecfe3a3e4094c9ce2d2f8aee6e9856d14b80
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q4gqv8ef8pupj8pt880526vllh7qarrwgmufesy,122.8123305,btc,"$3,334,750",3f0df7772704af52ae40cb4fad62a71ab5a056843ff7e96cc4c5e5a2f424f665
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qzt7rfkvupy6xpm32cauklyhcn9nt3nuy9nsmx2,118.9959245,btc,"$3,231,123",40c2de3e6e86006109254234c9f3743907fb0026d126e04989f6333031c1eea5
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qyyjrxqx00vwn5v8dmds7ruhze7rnh6cs67r5uy,121.7544807,btc,"$3,306,026",47b06624b16afeb0338e19d01439b0b8d6b94c9c487b9fc6ab4596846e054429
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qp352t9xekvjmr4awm7hxlsk72w9lmph92cp6hn,120.6923324,btc,"$3,277,185",54971adde99d0ec3089f3c1b6a58512a0e6f91bb8f2f314763db436dc056be39
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q3w4jhuasx8ykx29vq2zgc23yzps9hrzknnnwfs,120.5739195,btc,"$3,273,970",597781e529b42668b3327452aa545d0978666f9150a0a395bd819e4c31f5bfc9
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q3whklze8k8v9aqc5zm62pwmxch8p6g0etaamt2,122.7828428,btc,"$3,333,950",599d36454d95907e53c9f510cb3fdb106a749e114c6e5172aab39fdc80de28df
2020-12-28 19:57:01,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1q997gswmtzwgl2eklkcc5vymwpp7a88lzfs6lp9,899.99925,btc,"$24,437,878",5a8c1726c964ff1f0bc8962fdabe34ccce9ea3e1ea29e0e057c8989a346cb405
2020-12-28 19:57:01,Chen Zhi,3KabDvdetZXDHNm9HXowLc9SppiSXKn7UU,from Chen (Dec 28 2020 7-8pm),bc1qajh7jfy44sswutqlwj2tz9wcejpxrgflc8penw,9499.999065,btc,"$257,955,565",5b2711d3bbde4de35ae55878809d1f75f33252c6e22c922ccc6c05dfa73bcbc8
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qdaktlju22rj54zt46pltp3784r45yg3wadzelk,123.5368748,btc,"$3,354,424",6bd338fbf3695fa5291d774919be10c01a8fb129dec289e0f1ada850fb97bc58
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qlcfze5r5wd2zgketeuy772yd9pj847cpekyx0v,120.1828116,btc,"$3,263,350",77427eead42b7c30cfba38abafcd0fd8af27a34e74792017b61c60e2beec659d
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qvcndn68hr5y5s0cmy8675f0vtgkcnemg9pn22p,123.491521,btc,"$3,353,192",7e4e8320158242f4c921c59b6da9dc19042f718840e2be99b1fb122a5fef8a7b
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qk7dr5zxqjsl28qk3ejzmrx95jerxhw2grl5ta9,121.2820561,btc,"$3,293,198",86a6fa6795302a61fa81c45651ae7af5f339addb5ecb44b1d568d177306dc27e
2020-12-28 19:57:01,Chen Zhi,38Md7BghVmV7XUUT1Vt9CvVcc5ssMD6ojt,from Chen (Dec 28 2020 7-8pm),bc1qmac4l4782kec3n7m7nvrh4n7hgmx9gwx6vy3xw,899.99925,btc,"$24,437,878",8a8dd0e0fa8ab0b15761e99dfe21058847c64fffa3f041cf587f3cb689e2b7bf
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q4xqpd9xwh68twr46ssns4z2v936l9txjvs40lh,122.536679,btc,"$3,327,265",8ed3d4b2ad761726d2dff4d8c6473ee0c0d5cb39ce072cd963b708da0774d1eb
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q3u7zc3arzt7avptf8c2j4dx8n04w9q4wycwm44,121.2919942,btc,"$3,293,468",90a28fa3c0b77548fb6ae4449170ce343815eb907aae5bb0934af2d623b5d9a2
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qd7xug49pmpx6jx4akauntmczxdp3lqxlh82mng,121.9282408,btc,"$3,310,744",93a643f569e9a89f5b9dae618bfb7b2092cc9b0b701d92688e076cf7d168a35e
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qup25ezpvyd7kc63w9wsn3k9r22hedfnluzwfuu,124.3005411,btc,"$3,375,160",ada6565dab3f2b8df9ca7c41e9e3fa64b33ad1de5082d06168d64095b663e679
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q0y34shwhl0vwdzq36dup370z962j90y2gv6cp5,122.4551189,btc,"$3,325,051",b26c886f2b9aa2dbbdae8bab8f5d1234b3f2abdb59f96b71a3879ba6bc59d901
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qukjz2ygat5cwu04ttv45hq3ttzxhux9z4rf7fs,121.5939687,btc,"$3,301,668",b401a758a2e4c901c52b12ee3d416b7e92b201571300f6398d5ffc792f664d37
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qzzj4hy9k38emh0sdxftvr5zly86e3tvpxac2ja,121.2602939,btc,"$3,292,607",b488da6910d63474d052f2619958173f0276e4c05f3a0ec09ac53849b6bab0d8
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qznnkxpaksau2xe97f8h4ru5c3yd60dh2cqkxnm,124.4469017,btc,"$3,379,134",b499c8d984add9791e4e2ec6c4162abc8df1912e0fb39b51601e2c7cd852de19
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qqexc688ndcunj06j7d00jwhkm2sle4nscf9clx,124.1433927,btc,"$3,370,893",b621721a8f975ea0e39726ec95e307cda6396760afdfb0ad41760bc04cc7e8a8
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qpez74wtep95p2qgcx6gjfy6psv88v598ttx63d,121.5694678,btc,"$3,301,003",bd19b6a28c861fc3bd22839170841c4846513feb3d05aa77fb07cea843612bec
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q4ty797kcmstwzfj34cy09mergewe7xgujd4x3c,123.5429575,btc,"$3,354,589",c1ae4ea7bd925cbae692c6dac804cee21c4f78bf1cf1ce81cca6510d2b9c0c40
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1q586fuzzw0uum9nemy80lze9hhhcuq0sx7cm9mj,121.195319,btc,"$3,290,843",c82e2cfd9d53ef61c76c6087bfb5029495f620561401acb141b4b2c553b85109
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qawsefh7dqh9p0grajkz8fu5d3wfyptz3w9hg9f,124.1016115,btc,"$3,369,758",cb3372211fc85e42ef9c27a53dd72ee5c23f38f9f15495edfe9502ed3b0762f8
2020-12-28 19:57:01,Chen Zhi,3Pja5FPK1wFB9LkWWJai8XYL1qjbqqT9Ye,from Chen (Dec 28 2020 7-8pm),bc1qpawx6q0a8yp7r3xha43n4vetf27jj9tegkn4cd,122.3963986,btc,"$3,323,456",cb97fb67b1b879010c386ce51e6361fbe6e51839b8dbd1bcacc290c185db5a48
